event,ID,default,Prepayment,vintage,cred_score,DBT_RATIO,start_date,end_date
2,3903542122849000,0,1,2003,782,0.23,01Dec2005,01Mar2012
2,3903542685499000,0,1,2003,770,0.26,01Dec2005,01Apr2006
2,3903542703149000,0,1,2005,771,0.18,01Dec2005,01Sep2007
2,3903542772469000,0,1,2003,797,0.17,01Dec2005,01Sep2006
2,3903543772599000,0,1,2007,616,0.08,01Feb2007,01Jan2012
2,3903544423879000,0,1,2007,808,0.23,01Apr2007,01May2008
0,3903544518239000,0,0,2004,750,0.33,01Dec2005,
2,3903544543699000,0,1,2003,778,0.39,01Dec2005,01Mar2006
0,3903545768399000,0,0,2008,751,0.26,01Jan2008,
0,3903546214869000,0,0,2004,758,0.23,01Dec2005,
2,3903546217889000,0,1,2004,783,0.17,01Dec2005,01Apr2009
1,3903547060909000,1,0,2005,662,0.58,01Dec2005,01Aug2010
2,3903547103499000,0,1,2006,650,0.28,01Aug2006,01May2008
2,3903548472479000,0,1,2004,731,0.22,01Dec2005,01Oct2009
2,3903549674479000,0,1,2005,794,0.32,01Dec2005,01Aug2006
0,3903551075229000,0,0,2007,693,0.39,01May2007,
2,3903551861129000,0,1,2005,741,0.51,01Dec2005,01Dec2006
2,3903553857009000,0,1,2005,782,0.31,01Dec2005,01Aug2007
0,3903556515409000,0,0,2006,765,0.22,01Oct2006,
2,3903557418099000,0,1,2004,748,0.19,01Dec2005,01Aug2008
2,3903558721219000,0,1,2006,790,0.24,01Sep2006,01Jan2007
1,3903562235429000,1,0,2004,693,0.35,01Dec2005,01Jun2009
2,3903570186919000,0,1,2004,731,0.14,01Dec2005,01Aug2008
2,3903573109539000,0,1,2005,806,0.2,01Dec2005,01May2009
2,3903574560959000,0,1,2005,541,0.17,01Dec2005,01Jul2006
2,3903575461839000,0,1,2007,699,0.32,01Dec2007,01Jun2008
2,3903576822819000,0,1,2006,805,0.27,01Jan2006,01Apr2006
2,3903578859729000,0,1,2004,775,0.2,01Dec2005,01Jul2009
0,3903579836649000,0,0,2007,730,0.41,01Dec2007,
2,3903580452779000,0,1,2005,784,0.44,01Dec2005,01Jan2006
0,3903580919029000,0,0,2004,773,0.32,01Dec2005,
0,3903582520199000,0,0,2005,665,0.18,01Dec2005,
2,3903583383399000,0,1,2004,670,0.26,01Dec2005,01Oct2006
1,3903583443129000,1,0,2007,763,0.38,01Mar2007,01Mar2009
2,3903583775559000,0,1,2006,686,0.33,01Dec2006,01Sep2007
0,3903585474429000,0,0,2009,731,0.17,01May2009,
2,3903586434339000,0,1,2006,674,0.39,01Mar2006,01May2008
1,3903589362289000,1,0,2005,607,0.37,01Dec2005,01Jun2006
2,3903589656789000,0,1,2009,721,0.17,01Jun2009,01Apr2011
2,3903591152449000,0,1,2006,769,0.24,01Jan2006,01Jun2007
2,3903596698869000,0,1,2006,702,0.3,01Apr2006,01Apr2007
0,3903597921739000,0,0,2008,784,0.24,01Oct2008,
2,3903597931109000,0,1,2008,712,0.4,01Nov2008,01Dec2011
0,4904500144359000,0,0,2006,687,0.28,01Jun2006,
2,4904500383509000,0,1,2001,779,0.32,01Dec2005,01Jun2007
2,4904500585809000,0,1,2005,692,0.31,01Dec2005,01Aug2008
2,4904500891419000,0,1,2004,740,0.27,01Dec2005,01May2006
0,4904509686689000,0,0,2004,748,0.19,01Dec2005,
2,4904509749359000,0,1,2006,700,0.42,01Feb2006,01Nov2010
0,4904510434989000,0,0,2004,757,0.35,01Dec2005,
2,4904510512459000,0,1,2005,746,0.13,01Dec2005,01Feb2008
0,4904510617559000,0,0,2005,757,0.35,01Dec2005,
2,4904511213169000,0,1,2004,702,0.4,01Dec2005,01Dec2007
2,4904511548939000,0,1,2002,692,0.19,01Dec2005,01May2009
0,4904511724929000,0,0,2007,720,0.06,01Aug2007,
1,4904511911369000,1,0,2006,728,0.51,01Feb2006,01Sep2009
0,4904512189569000,0,0,2007,655,0.34,01Apr2007,
1,4904512872819000,1,0,2006,785,0.93,01Nov2006,01Nov2009
2,4904514676469000,0,1,2002,681,0.41,01Dec2005,01Jun2007
2,4904516526648000,0,1,1997,,0,01Dec2005,01Mar2011
2,4904516672038000,0,1,1998,,0,01Dec2005,01Aug2006
0,4904518136259000,0,0,2003,798,0.36,01Dec2005,
2,4904519356669000,0,1,2006,703,0.18,01Sep2006,01Jun2009
2,4904519470879000,0,1,2004,695,0.41,01Dec2005,01Apr2012
1,4904519867679000,1,0,2004,623,0.3,01Dec2005,01Mar2012
0,4904519893089000,0,0,2004,764,0.17,01Dec2005,
2,4904520100709000,0,1,2005,698,0.43,01Dec2005,01Aug2006
2,4904520157068000,0,1,2001,,0,01Dec2005,01Jul2006
2,4904521264279000,0,1,2003,799,0.24,01Dec2005,01Jan2007
0,4904521409189000,0,0,2003,750,0.27,01Dec2005,
2,4904521434459000,0,1,2006,682,0.4,01Mar2006,01Jan2007
2,4904521927729000,0,1,2003,696,0.17,01Dec2005,01Jul2010
1,4904521986659000,1,0,2007,710,0.36,01Mar2007,01Mar2010
0,4904522015349000,0,0,2007,779,0.33,01Apr2007,
0,4904522053359000,0,0,2005,760,0.42,01Dec2005,
1,4904523404619000,1,0,2007,736,0.29,01Jun2007,01Sep2009
2,4904523562879000,0,1,2005,767,0.18,01Dec2005,01Mar2009
0,4904528792989000,0,0,2006,755,0.63,01Dec2006,
2,4904529729139000,0,1,2004,769,0.27,01Dec2005,01Feb2011
2,4904529943219000,0,1,2004,785,0.11,01Dec2005,01Aug2009
0,4904529961629000,0,0,2005,699,0.2,01Dec2005,
0,4904529962199000,0,0,2005,718,0.28,01Dec2005,
0,4904529970379000,0,0,2005,785,0.25,01Dec2005,
2,4904529981659000,0,1,2005,706,0.24,01Dec2005,01Aug2011
1,4904529989049000,1,0,2004,752,0.25,01Dec2005,01May2010
2,4904532351229000,0,1,2007,714,0.21,01Nov2007,01Jun2010
2,4904532528419000,0,1,2006,684,0.29,01Mar2006,01Jan2008
0,4904532948389000,0,0,2009,714,0.34,01Jul2009,
1,4904533264629000,1,0,2006,583,0.33,01Jun2006,01Apr2008
2,4904533287169000,0,1,2006,782,0.3,01Oct2006,01Dec2006
2,4904533288569000,0,1,2006,807,0.31,01Nov2006,01Apr2009
2,4904533354889000,0,1,2006,708,0.3,01Oct2006,01Mar2007
1,4904533356159000,1,0,2006,698,0.09,01Aug2006,01Aug2009
2,4904534118779000,0,1,2005,680,0.12,01Dec2005,01Feb2009
2,4904534185459000,0,1,2005,731,0.31,01Dec2005,01Mar2006
2,4904534191779000,0,1,2005,809,0.22,01Dec2005,01Sep2007
0,4904534195339000,0,0,2005,741,0.35,01Dec2005,
0,4904534206989000,0,0,2006,736,0.32,01May2006,
0,4904534209499000,0,0,2006,792,0.18,01Jul2006,
1,4904534236119000,1,0,2007,700,0.48,01May2007,01Dec2008
0,4904534885949000,0,0,2007,718,0.4,01Jul2007,
0,4904534925759000,0,0,2008,682,0.43,01Apr2008,
1,4904535093709000,1,0,2007,581,0.15,01Apr2007,01May2009
0,4904535587549000,0,0,2011,662,0.23,01May2011,
1,4904535624259000,1,0,2006,609,0.25,01Jul2006,01Jun2009
0,4904537144629000,0,0,2007,757,0.09,01Feb2007,
1,4904537164309000,1,0,2007,735,0.21,01Nov2007,01Jun2009
2,4904537239339000,0,1,2007,790,0.19,01Aug2007,01Jun2012
1,4904537942109000,1,0,2007,680,0.33,01Jun2007,01Nov2009
1,4904537981519000,1,0,2007,736,0.32,01May2007,01Feb2009
1,4904537989179000,1,0,2007,793,0.39,01May2007,01Aug2012
2,4904538257879000,0,1,2007,803,0.21,01Jun2007,01Mar2010
0,4904548398709000,0,0,2010,663,0.26,01Sep2010,
2,4904549176189000,0,1,2008,720,0.4,01May2008,01Nov2010
2,4904549691119000,0,1,2008,738,0.24,01Apr2008,01May2012
2,4904552187489000,0,1,2009,714,0.1,01Dec2009,01Oct2010
0,503913500103909000,0,0,2003,775,0.19,01Dec2005,
2,503913500412459000,0,1,2002,684,0.23,01Dec2005,01Jul2006
2,503913500895079000,0,1,2002,677,0.26,01Dec2005,01Mar2007
1,503913500901579000,1,0,2003,563,0.25,01Dec2005,01Jun2009
2,503913500903949000,0,1,2004,715,0.36,01Dec2005,01Aug2006
2,503913500904919000,0,1,2004,618,0.3,01Dec2005,01Feb2009
2,503913501245749000,0,1,2004,791,0.28,01Dec2005,01Nov2006
2,503913501249149000,0,1,2005,791,0.24,01Dec2005,01Oct2009
1,503913501280309000,1,0,2007,750,0.42,01Feb2007,01May2009
2,503913501304349000,0,1,2005,783,0.17,01Dec2005,01Apr2006
2,503913501446139000,0,1,2007,803,0.27,01Jul2007,01Apr2009
0,503913501604739000,0,0,2003,735,0.34,01Dec2005,
2,503913501607919000,0,1,2006,769,0.37,01Apr2006,01Feb2008
0,503913501623879000,0,0,2007,790,0.21,01May2007,
1,503913501744749000,1,0,2002,652,0.25,01Dec2005,01Dec2008
2,503913502256729000,0,1,2004,699,0.35,01Dec2005,01Feb2007
2,503913503548639000,0,1,2006,717,0.39,01Oct2006,01Oct2007
0,503913503569719000,0,0,2005,797,0.12,01Dec2005,
2,503913503576339000,0,1,2005,639,0.17,01Dec2005,01Aug2006
2,503913503660479000,0,1,2002,718,0.38,01Dec2005,01May2011
2,503913503859639000,0,1,2006,796,0.5,01Sep2006,01Sep2008
2,503913504227028000,0,1,2000,,0,01Dec2005,01Oct2010
1,503913505558779000,1,0,2003,738,0.22,01Dec2005,01Oct2007
2,503913505596199000,0,1,2003,798,0.38,01Dec2005,01Feb2012
0,503913505657089000,0,0,2003,802,0.14,01Dec2005,
2,503913505744139000,0,1,2004,752,0.25,01Dec2005,01Mar2007
2,503913505756229000,0,1,2006,783,0.32,01Nov2006,01Aug2007
2,503913505758789000,0,1,2005,788,0.32,01Dec2005,01Apr2007
0,503913505772779000,0,0,2003,626,0.36,01Dec2005,
0,503913505774559000,0,0,2003,770,0.1,01Dec2005,
2,503913505940319000,0,1,2005,687,0.43,01Dec2005,01Sep2007
2,503913505948649000,0,1,2005,774,0.32,01Dec2005,01Sep2006
0,503913505950629000,0,0,2005,661,0.18,01Dec2005,
2,503913506218109000,0,1,2005,743,0.31,01Dec2005,01Feb2011
2,503913506223459000,0,1,2005,801,0.21,01Dec2005,01Oct2010
0,503913514362199000,0,0,2004,803,0.24,01Dec2005,
0,503913514366509000,0,0,2004,746,0.21,01Dec2005,
2,503913514367669000,0,1,2004,751,0.25,01Dec2005,01Oct2006
2,503913514373479000,0,1,2004,763,0.21,01Dec2005,01Mar2011
0,503913514386299000,0,0,2004,802,0.63,01Dec2005,
1,503913514388749000,1,0,2004,749,0.32,01Dec2005,01Aug2009
1,503913514454639000,1,0,2006,755,0.33,01Dec2006,01Aug2008
1,503913514456419000,1,0,2007,785,0.21,01Jan2007,01Apr2009
0,503913514467889000,0,0,2006,731,0.2,01Sep2006,
0,503913514468269000,0,0,2006,775,0.42,01Aug2006,
2,503913516601949000,0,1,2004,816,0.22,01Dec2005,01Nov2007
2,503913516609339000,0,1,2005,814,0.25,01Dec2005,01Apr2007
2,503913516612129000,0,1,2005,745,0.28,01Dec2005,01Oct2006
1,503913516633989000,1,0,2005,749,0.47,01Dec2005,01Nov2010
2,503913516636229000,0,1,2005,672,0.09,01Dec2005,01Dec2007
0,503913517231969000,0,0,2005,791,0.29,01Dec2005,
2,503913517264709000,0,1,2005,789,0.27,01Dec2005,01Nov2006
2,503913517270949000,0,1,2006,705,0.38,01May2006,01May2008
1,503913517275079000,1,0,2006,775,0.36,01Oct2006,01Oct2011
2,503913517292089000,0,1,2007,787,0.21,01May2007,01Jun2008
2,503913517296589000,0,1,2006,808,0.05,01Aug2006,01Apr2009
1,503913517316799000,1,0,2005,702,0.31,01Dec2005,01Jul2007
1,503913517327569000,1,0,2005,750,0.17,01Dec2005,01Jan2009
1,503913517346279000,1,0,2005,689,0.27,01Dec2005,01Jun2009
1,503913517350629000,1,0,2005,732,0.46,01Dec2005,01May2010
2,503913517357989000,0,1,2006,786,0.15,01Apr2006,01Dec2007
0,503913517362209000,0,0,2005,813,0.19,01Dec2005,
0,503913517362719000,0,0,2006,804,0.15,01Dec2006,
2,503913517368679000,0,1,2005,744,0.63,01Dec2005,01Jan2012
2,503913517377829000,0,1,2008,814,0.18,01Sep2008,01Nov2009
0,503913517406199000,0,0,2008,700,0.38,01Feb2008,
0,503913517465959000,0,0,2005,808,0.2,01Dec2005,
2,503913517469359000,0,1,2005,718,0.21,01Dec2005,01Sep2009
2,503913517967629000,0,1,2006,782,0.24,01Feb2006,01Dec2010
1,503913517991769000,1,0,2005,654,0.39,01Dec2005,01Jan2009
1,503913517992659000,1,0,2005,761,0.4,01Dec2005,01Dec2010
2,503913518012869000,0,1,2006,805,0.16,01Sep2006,01Nov2006
2,503913518091129000,0,1,2005,710,0.06,01Dec2005,01Nov2008
0,503913519534189000,0,0,2006,740,0.25,01Aug2006,
0,503913519534349000,0,0,2006,749,0.27,01Jul2006,
1,503913519547409000,1,0,2006,704,0.31,01Oct2006,01Oct2009
2,503913519553999000,0,1,2007,783,0.04,01Sep2007,01Mar2010
0,503913519583399000,0,0,2006,710,0.07,01Jul2006,
0,503913519608999000,0,0,2006,765,0.32,01May2006,
2,503913519619339000,0,1,2006,730,0.39,01Sep2006,01Mar2008
0,503913519704799000,0,0,2006,716,0.27,01Dec2006,
0,503913519707039000,0,0,2006,771,0.24,01Oct2006,
0,503913519741219000,0,0,2006,750,0.3,01Jul2006,
2,503913521077829000,0,1,2006,703,0.08,01Sep2006,01Sep2007
0,503913521154839000,0,0,2007,786,0.23,01Apr2007,
0,503913521159719000,0,0,2007,695,0.25,01May2007,
0,503913521171339000,0,0,2006,717,0.55,01Oct2006,
2,503913521176139000,0,1,2006,793,0.06,01Aug2006,01Jul2011
1,503913521970809000,1,0,2007,727,0.22,01Mar2007,01Mar2010
1,503913522572299000,1,0,2007,670,0.37,01Oct2007,01Oct2010
2,503913523477089000,0,1,2007,775,0.31,01Feb2007,01Apr2012
2,503913523487049000,0,1,2007,746,0.35,01May2007,01Mar2011
2,503913523489339000,0,1,2007,718,0.34,01Aug2007,01Dec2008
2,503913523664009000,0,1,2008,701,0.23,01Apr2008,01Oct2009
0,503913526256789000,0,0,2010,663,0.12,01Dec2010,
2,504914500508708000,0,1,1998,,0,01Dec2005,01Oct2006
2,504914501451389000,0,1,2007,654,0.51,01Sep2007,01Oct2010
1,504914502347509000,1,0,2008,784,0.3,01Apr2008,01Jun2011
0,506916501032379000,0,0,2006,803,0.3,01Feb2006,
0,506916501221429000,0,0,2004,702,0.31,01Dec2005,
1,506916501478119000,1,0,2005,634,0.2,01Dec2005,01Jan2010
1,506916502640879000,1,0,2005,803,0.13,01Dec2005,01Oct2010
2,506916502656609000,0,1,2005,802,0.25,01Dec2005,01May2007
1,506916502657259000,1,0,2005,754,0.36,01Dec2005,01Dec2009
1,506916502660639000,1,0,2006,728,0.4,01Jan2006,01Jun2008
1,506916502662099000,1,0,2005,715,0.24,01Dec2005,01Jun2009
0,506916502664039000,0,0,2005,740,0.21,01Jan2006,
1,506916502776349000,1,0,2005,722,0.2,01Dec2005,01Aug2007
2,506916502823609000,0,1,2007,734,0.44,01Oct2007,01Sep2009
2,506916503612799000,0,1,2007,762,0.56,01Sep2007,01Feb2011
1,506916503614309000,1,0,2008,717,0.34,01Feb2008,01Feb2010
2,506916504142839000,0,1,2005,765,0.23,01Dec2005,01Mar2007
2,506916504522159000,0,1,2005,810,0.2,01Dec2005,01Mar2012
1,506916505689499000,1,0,2006,707,0.44,01Feb2006,01Jan2008
1,506916506265669000,1,0,2008,613,0.28,01Jan2008,01Nov2008
0,506916506354849000,0,0,2006,701,0.25,01Feb2006,
0,506916506362279000,0,0,2005,763,0.33,01Dec2005,
2,506916506365459000,0,1,2005,692,0.27,01Dec2005,01May2011
0,506916509676819000,0,0,2006,735,0.44,01Jun2006,
0,506916509959879000,0,0,2005,700,0.34,01Dec2005,
0,506916510010559000,0,0,2005,764,0.26,01Dec2005,
2,506916511306109000,0,1,2007,742,0.29,01Oct2007,01Aug2012
1,506916511469409000,1,0,2006,695,0.13,01Oct2006,01Feb2010
1,506916511502399000,1,0,2006,768,0.67,01Jul2006,01May2011
1,506916511557539000,1,0,2006,779,0.38,01Dec2006,01Nov2009
0,506916511764169000,0,0,2009,740,0.32,01Apr2009,
1,506916512570769000,1,0,2006,751,0.39,01May2006,01Sep2010
0,506916512638239000,0,0,2006,787,0.07,01Sep2006,
2,506916512639129000,0,1,2006,758,0.28,01Sep2006,01Sep2011
1,506916513140539000,1,0,2007,784,0.09,01Aug2007,01Sep2012
1,506916513878839000,1,0,2007,612,0.17,01Oct2007,01Aug2010
0,506916514451829000,0,0,2006,659,0.66,01Oct2006,
0,506916514478869000,0,0,2011,804,0.22,01Jul2011,
1,506916514538789000,1,0,2007,728,0.24,01Aug2007,01Sep2009
2,506916514540099000,0,1,2007,584,0.1,01Mar2007,01Aug2011
2,506916521445189000,0,1,2009,694,0.21,01Nov2009,01Oct2010
2,5905501958539000,0,1,2000,695,0.36,01Dec2005,01Feb2006
2,5905504099509000,0,1,2005,747,0.13,01Dec2005,01Jul2009
2,5905504300039000,0,1,2005,746,0.27,01Dec2005,01Jun2011
2,5905504859249000,0,1,2003,748,0.25,01Dec2005,01Jun2007
1,5905505190559000,1,0,2002,637,0.19,01Dec2005,01Jun2009
2,5905512035239000,0,1,2003,713,0.23,01Dec2005,01Feb2010
1,5905513178719000,1,0,2008,699,0.34,01Apr2008,01May2010
1,5905516251429000,1,0,2006,688,0.28,01Feb2006,01May2010
2,5905524872829000,0,1,2005,809,0.18,01Dec2005,01May2010
0,5905535040249000,0,0,2008,728,0.33,01May2008,
0,5905535644509000,0,0,2007,670,0.22,01Aug2007,
0,5905539328409000,0,0,2010,732,0.36,01Jun2010,
2,7907501076598000,0,1,1999,,0,01Dec2005,01Mar2006
2,7907502421579000,0,1,2002,724,0.31,01Dec2005,01Dec2006
1,7907502449079000,1,0,2003,672,0.54,01Dec2005,01Sep2007
0,7907502677539000,0,0,2004,767,0.25,01Dec2005,
0,7907502678699000,0,0,2012,775,0.13,01Jan2012,
2,7907503668329000,0,1,2005,783,0.14,01Dec2005,01Aug2008
2,7907504371289000,0,1,2004,769,0.16,01Dec2005,01Jul2006
2,7907506152719000,0,1,2006,765,0.4,01Apr2006,01Oct2007
2,7907513272969000,0,1,2006,740,0.24,01Jun2006,01Feb2008
2,7907514517879000,0,1,2005,671,0.13,01Dec2005,01Apr2006
0,7907514748179000,0,0,2001,765,0.11,01Dec2005,
0,7907516065439000,0,0,2003,720,0.28,01Dec2005,
2,7907517456089000,0,1,2005,667,0.21,01Dec2005,01May2010
1,7907517796699010,1,0,2007,702,0.43,01Aug2007,01Jun2009
2,7907517814939000,0,1,2005,761,0.16,01Dec2005,01Jul2010
2,7907519524179000,0,1,2005,693,0.33,01Dec2005,01Mar2010
0,7907522315869000,0,0,2005,814,0.14,01Dec2005,
2,7907522868609000,0,1,2006,788,0.32,01May2006,01Aug2006
1,7907524019619000,1,0,2007,706,0.13,01Mar2007,01Mar2010
2,7907524047159000,0,1,2004,718,0.37,01Dec2005,01Sep2006
0,7907524108989000,0,0,2003,721,0.2,01Dec2005,
2,7907525058139000,0,1,2002,688,0.2,01Dec2005,01Sep2008
2,7907526550179000,0,1,2004,730,0.43,01Dec2005,01Feb2010
0,7907527547089000,0,0,2003,777,0.15,01Dec2005,
2,7907527555509000,0,1,2003,798,0.15,01Dec2005,01Sep2009
2,7907527707979000,0,1,2004,644,0.3,01Dec2005,01May2011
0,7907528284349000,0,0,2009,709,0.1,01Dec2009,
1,7907529103009000,1,0,2003,754,0.29,01Dec2005,01May2010
2,7907529106459000,0,1,2004,694,0.29,01Dec2005,01Jan2008
2,7907529581849000,0,1,2005,725,0.15,01Dec2005,01Apr2009
2,7907529613559000,0,1,2004,672,0.35,01Dec2005,01Feb2006
2,7907530035369000,0,1,2004,663,,01Dec2005,01Jul2007
2,7907530043899000,0,1,2004,793,0.14,01Dec2005,01Aug2009
2,7907532711589000,0,1,2004,691,0.25,01Dec2005,01Feb2007
2,7907533610929000,0,1,2008,755,0.2,01May2008,01Jan2011
0,7907533678649000,0,0,2007,685,0.33,01Nov2007,
2,7907535166229000,0,1,2004,770,0.12,01Dec2005,01Jun2006
1,7907535434849000,1,0,2005,709,0.34,01Dec2005,01Feb2007
2,7907535861169000,0,1,2006,745,0.37,01Jun2006,01Oct2006
2,7907536440359000,0,1,2006,688,0.31,01Jan2007,01Mar2010
2,7907537450449000,0,1,2005,773,0.13,01Dec2005,01Oct2010
2,7907538132449000,0,1,2007,746,0.4,01Jun2007,01Jun2012
0,7907538137919000,0,0,2005,784,0.22,01Dec2005,
2,7907539125019000,0,1,2007,787,0.13,01Oct2007,01Jan2008
0,7907539129949000,0,0,2007,698,0.22,01Nov2007,
2,7907539290139000,0,1,2007,774,0.1,01May2007,01Mar2008
1,7907539401499000,1,0,2007,661,0.36,01Sep2007,01Jun2009
1,7907540182279000,1,0,2006,669,0.38,01Oct2006,01Dec2007
2,7907543279209000,0,1,2008,776,0.27,01Feb2008,01Jul2008
2,7907543296059000,0,1,2008,801,0.2,01Sep2008,01Dec2008
2,7907543297889000,0,1,2008,771,0.07,01Sep2008,01May2011
0,7907543532559000,0,0,2007,816,0.35,01Oct2007,
0,7907547236649000,0,0,2012,785,0.27,01May2012,
1,8908500072619000,1,0,2003,765,0.13,01Dec2005,01Jan2008
2,8908503792829000,0,1,2003,690,0.38,01Dec2005,01Apr2006
2,8908505441009000,0,1,2005,801,0.33,01Dec2005,01Jun2008
2,8908507919309000,0,1,2006,678,0.13,01Nov2006,01Oct2010
2,8908511890459000,0,1,2003,757,0.16,01Dec2005,01Mar2006
2,8908512480259000,0,1,2006,737,0.32,01Oct2006,01Oct2009
2,8908513332279000,0,1,2006,637,0.41,01Aug2006,01Mar2007
2,8908518016039000,0,1,2006,801,0.17,01Aug2006,01Dec2009
2,8908518130919000,0,1,2006,793,0.19,01Jul2006,01Sep2006
1,8908536214329000,1,0,2007,742,0.26,01May2007,01Aug2010
1,8908536684399000,1,0,2005,681,0.33,01Dec2005,01Feb2010
2,8908536769039000,0,1,2006,675,0.23,01Jun2006,01Sep2007
2,8908537214539000,0,1,2005,749,0.22,01Dec2005,01Aug2008
0,8908537834599000,0,0,2008,714,0.16,01Feb2008,
0,8908538599519000,0,0,2006,738,0.23,01Sep2006,
0,8908539044509000,0,0,2007,786,0.21,01Sep2007,
0,8908539073959000,0,0,2006,687,0.3,01Sep2006,
2,8908539289109000,0,1,2008,794,0.3,01Jun2008,01Jan2009
0,8908540250009000,0,0,2007,733,0.39,01Nov2007,
2,8908540301609000,0,1,2007,813,0.11,01Oct2007,01Apr2008
1,8908540315239000,1,0,2008,742,0.28,01Mar2008,01Sep2010
2,8908540496519000,0,1,2006,772,0.19,01Nov2006,01Jan2009
0,8908544053189000,0,0,2008,777,0.4,01Nov2008,
0,8908544094299000,0,0,2011,791,0.24,01May2011,
0,8908546714689000,0,0,2012,704,0.39,01Sep2012,
